"",Location,Patron Type,Item Type,Age Range,Rule Number,Active,Editable By
1123,lvlab,9999,9999,,1,Y,ADMIN
1124,lvlab,138,"13,25",,238,Y,ADMIN
1125,lvlab,"125-129,133,135",9999,,238,Y,ADMIN
1126,lvbbj,127,9999,,168,Y,ADMIN
1127,lvbsj,127,9999,,168,Y,ADMIN
1128,lvenj,127,9999,,169,Y,ADMIN
1129,lvnmj,127,9999,,169,Y,ADMIN
1130,lvcfx,127,9999,,169,Y,ADMIN
1131,lvnha,127,9999,,169,Y,ADMIN
1132,lvflx,127,9999,,168,Y,ADMIN
1133,lvcca,127,9999,,171,Y,ADMIN
1134,"lv*  ",127,"7,8,9",,170,Y,ADMIN
1135,"lv*  ",127,3,,191,Y,ADMIN
1136,"lv*  ",128,9999,,176,Y,ADMIN
1137,"lv*  ",128,1,,176,Y,ADMIN
1138,lvbbj,128,9999,,176,Y,ADMIN
1139,lvbsj,128,9999,,176,Y,ADMIN
1140,lvenj,128,9999,,182,Y,ADMIN
1141,lvnmj,128,9999,,182,Y,ADMIN
1142,lvcfx,128,9999,,182,Y,ADMIN
1143,lvnha,128,9999,,182,Y,ADMIN
1144,lvflx,128,9999,,176,Y,ADMIN
1145,"lv*  ",128,"7,8,9",,178,Y,ADMIN
1146,"lv*  ",128,3,,192,Y,ADMIN
1147,"lv*  ","1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",15,,175,Y,ADMIN
1148,lvlfa,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,175,Y,ADMIN
1149,lvlia,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,175,Y,ADMIN
1150,lvlna,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,175,Y,ADMIN
1151,lvabj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,175,Y,ADMIN
1152,lvabj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,175,Y,ADMIN
1153,lvbka,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,186,Y,ADMIN
1154,lvbda,9999,9999,,1,Y,ADMIN
1155,lvbda,129,9999,,173,Y,ADMIN
1156,lvbda,"125-128,131,135-137",9999,,243,Y,ADMIN
1157,lvppa,9999,9999,,1,Y,ADMIN
1158,lvppa,129,9999,,173,Y,ADMIN
1159,lvppa,"125-128,131,135-136",9999,,193,Y,ADMIN
1160,lvcny,9999,9999,,1,Y,ADMIN
1161,lvcny,129,9999,,173,Y,ADMIN
1162,lvcny,"125-128,131,135-136",9999,,177,Y,ADMIN
1163,lvera,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,115,117-119,125-128,131,135-137",9999,,188,Y,ADMIN
1164,"lv*  ",133,9999,,184,Y,ADMIN
1165,"lv*  ",132,9999,,175,Y,ADMIN
1166,"lv*  ",130,9999,,180,Y,ADMIN
1167,lv*,126,9999,,172,Y,ADMIN
1168,lvhba,9999,9999,,1,Y,ADMIN
1169,lvhba,126,9999,,172,Y,ADMIN
1170,lvfqa,9999,9999,,183,Y,ADMIN
1171,lvvqa,9999,9999,,189,Y,ADMIN
1172,lvlta,9999,9999,,1,Y,ADMIN
1173,lvlta,"125,127-129",9999,,217,Y,ADMIN
1174,lvill,126,9999,,174,Y,ADMIN
1175,lvfhy,9999,9999,,187,Y,ADMIN
1176,laaaa,8,9999,,202,Y,ADMIN
1177,"lv*  ",134,9999,,175,Y,ADMIN
1178,lvpca,9999,9999,,1,Y,ADMIN
1179,lvehj,1,1,,46,Y,ADMIN
1180,lvnhj,1,1,,206,Y,ADMIN
1181,?????,73,9999,,221,Y,ADMIN
1182,?????,15,9999,,1,Y,ADMIN
1183,?????,47,9999,,20,Y,ADMIN
1184,?????,255,9999,,46,Y,ALL
1185,?????,"201-210,213-220,224,227-230,235-251","0,1,5,10,11,19,24",,48,Y,ALL
1186,?????,"201-210,213-220,224,227-230,236-238,240,243-245,247,251","8,9",,49,Y,ALL
1187,?????,"1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,136,210,240",209,,50,Y,ALL
1188,?????,"1-7,12,17,19-20",209,,75,Y,ALL
1189,?????,"34-43,45-46",209,,264,Y,ADMIN
1190,?????,"1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,136,210,240",202,,51,Y,ALL
1191,?????,"1-7,12,17,19-20",202,,76,Y,ALL
1192,?????,"34-43,45-46",202,,265,Y,ADMIN
1193,"9*   ","1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,136,210,240","200,220",,50,Y,ALL
1194,"9*   ","1-7,12,17,19-20","200,220",,75,Y,ALL
1195,9*,"34-43,45-46","200,220",,264,Y,ADMIN
1196,"9*   ","1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,136,210,240","205,225",,51,Y,ALL
1197,"9*   ","1-7,12,17,19-20","205,225",,76,Y,ALL
1198,9*,"34-43,45-46","205,225",,265,Y,ADMIN
1199,"9*   ","1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,135-136,210,240",202,,51,Y,ALL
1200,"9*   ","1-7,12,17,19-20",202,,76,Y,ALL
1201,9*,"34-43,45-46",202,,265,Y,ADMIN
1202,"9*   ","1-5,7-9,11-14,17-20,67-78,80-82,84-86,92-93,95-100,105-106,108-110,112,115,117-119,125-129,131-133,135-136,210,240",206,,76,Y,ALL
1203,9*,"34-43,45-46",206,,266,Y,ADMIN
